mono_mass	mz	charge	rt	intensity	detection
1543.82059	515.6159057617188	3	76.6962	222901442.8849678	MSMS
1045.52263	523.76953125	2	39.7806	222044386.08176866	MSMS
1304.71287	653.363037109375	2	53.5396	219930304.1494454	MSMS
1803.93668	902.9774780273438	2	111.6593	219654178.68445426	MSMS
1343.66811	672.8433837890625	2	77.7188	218044559.14596528	MSMS
828.52216	415.2686462402344	2	94.9256	216899795.27996126	MSMS
1212.61389	607.3162841796875	2	80.3649	214630129.45287132	MSMS
876.50690	439.2609558105469	2	80.8404	213822921.4238283	MSMS
978.49569	490.2555847167969	2	56.7169	212056768.95757318	MSMS
1342.78604	672.4014282226562	2	122.7100	211315972.6966554	MSMS
1019.53999	510.7778625488281	2	45.0711	210734063.4583467	MSMS
1243.61568	622.8154296875	2	33.7409	209333676.93767193	MSMS
1152.54851	577.2825317382812	2	55.9119	207127088.9381051	MSMS
1784.90908	595.9778442382812	3	45.5476	204014141.55707124	MSMS
2006.88576	1004.9542236328125	2	111.9035	203954212.79359192	MSMS
1529.78718	765.90234375	2	83.2659	202770230.4470111	MSMS
1579.75905	790.8883666992188	2	37.8473	202667401.078168	MSMS
1193.64044	597.8281860351562	2	73.0073	202477634.53485548	MSMS
1919.00001	961.0091552734375	2	81.5429	201446898.4216703	MSMS
1738.94651	870.4822387695312	2	101.8844	198184466.0181111	MSMS
869.53345	435.77435302734375	2	44.3439	198167089.67581072	MSMS
1195.62372	598.8209838867188	2	77.4480	195999711.9400848	MSMS
1388.67834	695.3480834960938	2	64.4810	193400916.5387264	MSMS
1018.50836	510.2613220214844	2	56.7665	190752736.50026628	MSMS
1642.92941	822.473388671875	2	130.0347	190071974.79330286	MSMS
1347.67828	674.84814453125	2	90.8706	187458638.8506307	MSMS
1638.93047	547.3184204101562	3	62.5941	187251036.1701699	MSMS
1428.75726	715.3881225585938	2	73.9466	186570146.76143563	MSMS
1150.55062	576.2833251953125	2	35.1731	186442565.50270617	MSMS
1159.57610	580.796142578125	2	55.4410	185827818.07926756	MSMS
1256.67246	629.3439331054688	2	72.1341	185641988.3795558	MSMS
1196.57473	599.295166015625	2	61.5547	183683319.8447287	MSMS
1106.56079	554.2885131835938	2	42.8943	182158529.88794404	MSMS
1465.79629	489.60760498046875	3	94.2030	180750731.87523666	MSMS
2376.15910	793.3959350585938	3	79.8537	180654270.8153275	MSMS
3061.58595	1021.8724365234375	3	142.9904	180154544.6850268	MSMS
1614.82871	808.423828125	2	109.8843	177542973.62875882	MSMS
1754.98905	878.5031127929688	2	93.7988	174521479.54567793	MSMS
2594.35266	866.1278686523438	3	143.1384	174487285.94148418	MSMS
1266.64558	634.3308715820312	2	66.1701	174243754.8984571	MSMS
1612.89369	807.4557495117188	2	124.2695	173319833.27103934	MSMS
1106.59717	554.30615234375	2	60.8310	172963402.56456336	MSMS
1343.75613	448.9269714355469	3	53.7706	171901902.30734167	MSMS
1054.53351	528.2750244140625	2	100.1831	170825744.76268324	MSMS
1553.74340	777.8803100585938	2	53.1126	170190266.5145023	MSMS
2350.12232	784.7178955078125	3	81.3313	168656134.81369725	MSMS
1508.85624	755.4360961914062	2	91.6008	168429959.2287668	MSMS
1084.61282	543.3150024414062	2	118.2764	167283380.49121502	MSMS
1329.64209	444.2221374511719	3	55.7059	166053658.99937186	MSMS
1677.84747	560.29052734375	3	62.4158	165371813.02563015	MSMS
1351.61905	676.8179321289062	2	51.3123	163948161.6730897	MSMS
826.42250	414.218505859375	2	59.0015	163933828.0908121	MSMS
1526.73652	509.9202575683594	3	72.9714	163917090.59972996	MSMS
1489.74464	745.8817749023438	2	75.1789	161065547.3741831	MSMS
1980.99050	992.005859375	2	98.0191	158618426.75547436	MSMS
1353.72523	677.870849609375	2	47.4728	158586894.00426474	MSMS
1092.54514	547.2802734375	2	39.8673	158399180.61784184	MSMS
1163.56449	582.7902221679688	2	50.4124	158181843.8442202	MSMS
1142.60841	572.3123168945312	2	33.9203	157231083.27599078	MSMS
1341.70410	448.2425231933594	3	53.0669	156446038.52265325	MSMS
2154.05931	719.3629760742188	3	101.0229	154718990.18739992	MSMS
1346.73065	674.3735961914062	2	56.9770	154503252.25364396	MSMS
2212.10205	738.7115478515625	3	104.1724	154499643.05238828	MSMS
1740.80539	871.410888671875	2	96.8223	153967848.7135868	MSMS
1536.76715	769.3922729492188	2	86.9130	153679255.3789193	MSMS
1843.96798	922.9923095703125	2	118.8257	153514932.9854949	MSMS
1474.69083	492.57208251953125	3	36.5647	153414598.42309746	MSMS
1038.58622	520.3005981445312	2	97.1818	153113579.32952523	MSMS
1029.56073	515.7877807617188	2	65.8135	152644744.70266792	MSMS
1755.95596	586.6611328125	3	104.0658	152547048.05486685	MSMS
1648.78791	825.403076171875	2	70.5871	151998291.97656524	MSMS
1428.75726	715.3872680664062	2	73.7438	150227414.8871524	MSMS
1376.62216	689.319580078125	2	46.0889	149666906.13756406	MSMS
1420.68745	711.3519897460938	2	75.9571	148539723.51871258	MSMS
1070.53966	536.2796020507812	2	62.2104	148353779.29824382	MSMS
1786.92002	894.4691772460938	2	93.4990	148280711.9740182	MSMS
1129.58801	565.8018798828125	2	68.2872	146875854.52190745	MSMS
1112.60774	557.3128662109375	2	69.4709	146451475.51768798	MSMS
1054.53351	528.2745971679688	2	67.1552	145681332.15731704	MSMS
1090.57711	546.2965698242188	2	67.3021	145329727.75610584	MSMS
1781.94243	594.989501953125	3	64.4810	143742957.93313622	MSMS
1289.56767	645.7919311523438	2	69.1422	142946530.26162866	MSMS
1695.82567	848.9224243164062	2	115.3175	142895800.13401896	MSMS
1602.82534	802.4222412109375	2	116.1201	141442106.51192957	MSMS
1264.63395	633.3253784179688	2	38.8689	141373234.85848635	MSMS
1214.66592	608.341552734375	2	136.8796	139768787.75526306	MSMS
1418.74054	710.3798217773438	2	92.3814	139092423.02911228	MSMS
2059.95207	687.9931030273438	3	63.3323	137246983.1695352	MSMS
1975.89858	659.975341796875	3	72.3381	137050396.39303973	MSMS
914.51853	458.2667541503906	2	50.3458	136438493.32968763	MSMS
1318.69551	660.3564453125	2	84.1358	135407135.312302	MSMS
1433.71908	717.8682250976562	2	59.9770	135164162.83613595	MSMS
1150.55464	576.2860717773438	2	66.5560	134412364.36581272	MSMS
2530.37166	844.8003540039062	3	104.7770	134125220.60030824	MSMS
1101.54950	551.7828979492188	2	73.1039	133218508.58392434	MSMS
1314.75072	658.3837280273438	2	55.2948	132614755.15315528	MSMS
1547.70634	774.862060546875	2	33.4164	132259422.40801747	MSMS
1693.88867	847.9541625976562	2	66.5560	131846909.39756775	MSMS
1145.57169	573.7954711914062	2	41.2448	131764637.27492054	MSMS
944.56950	473.2922058105469	2	62.5941	130832999.10537587	MSMS
1531.71143	766.8643798828125	2	28.9394	130053836.33668768	MSMS
1478.72529	740.3678588867188	2	89.6632	129779492.36275458	MSMS
1336.71796	669.3671875	2	106.1101	129064844.83683065	MSMS
1202.64077	602.3286743164062	2	46.7908	128685393.91756482	MSMS
1156.62004	579.3179931640625	2	44.1956	128586636.96846525	MSMS
2040.10039	681.3760375976562	3	105.4435	127456204.1170089	MSMS
1375.62557	688.8204345703125	2	45.2731	127395486.54688065	MSMS
1791.85017	896.9351806640625	2	86.4302	127356118.1108732	MSMS
1778.86866	890.4434814453125	2	105.0979	127344952.59384121	MSMS
1615.78036	808.8999633789062	2	110.2954	126935727.30485404	MSMS
1762.79510	882.4071044921875	2	108.4807	126665230.30397248	MSMS
1129.56554	565.7919311523438	2	61.2777	126346361.37869214	MSMS
1445.73434	723.8766479492188	2	125.9688	126188802.89957315	MSMS
1176.60603	589.3104858398438	2	45.2731	124388568.95333321	MSMS
889.50215	445.7588195800781	2	57.0378	124224465.33050285	MSMS
1329.65246	444.2229309082031	3	55.7625	123844462.5858469	MSMS
1384.76743	693.3919067382812	2	73.6089	123640787.439786	MSMS
1075.59136	538.8040771484375	2	61.6635	123270253.73318434	MSMS
1027.56621	514.79150390625	2	68.5420	122098050.07755405	MSMS
2242.20314	1122.61181640625	2	143.2527	121890872.27081344	MSMS
1153.56554	577.791259765625	2	85.7526	121617954.41410957	MSMS
849.44972	425.7319030761719	2	62.7848	121534446.18625143	MSMS
1514.74188	505.9219055175781	3	44.7149	121180191.37415797	MSMS
1793.88492	598.9710083007812	3	77.6372	120920885.5676082	MSMS
2797.33610	933.7888793945312	3	129.8697	120392534.38352385	MSMS
1823.93774	608.9871215820312	3	58.4687	119650353.60260248	MSMS
1931.94361	644.9899291992188	3	66.9930	118763620.57962367	MSMS
1106.63356	554.3252563476562	2	78.5043	117861708.50647677	MSMS
1690.71831	564.580810546875	3	35.4442	117782645.01920883	MSMS
3323.74016	832.1958618164062	4	143.0476	117391145.79734492	MSMS
1028.58661	515.3015747070312	2	78.2168	117106936.60484016	MSMS
2106.08917	703.3729858398438	3	109.8093	116783458.43306908	MSMS
1772.92097	887.4697875976562	2	96.7244	115609281.39136048	MSMS
900.52803	451.2716369628906	2	51.0138	115588493.04946665	MSMS
1479.74703	740.8818359375	2	84.8147	115275382.51543272	MSMS
1000.59170	501.3038635253906	2	65.6913	114933807.15396571	MSMS
843.48881	422.7518615722656	2	50.0979	114258660.04537001	MSMS
800.46437	401.23992919921875	2	70.2715	113034459.3441594	MSMS
1565.77257	783.8952026367188	2	80.4367	112449483.20916617	MSMS
1376.74121	689.3790893554688	2	33.4164	112403627.66014484	MSMS
1302.77587	652.3967895507812	2	116.1201	112189606.3394695	MSMS
1802.87989	601.9683227539062	3	52.3714	112147675.30894503	MSMS
1325.75547	442.9266357421875	3	45.1131	112066730.18914993	MSMS
1026.58219	514.2991943359375	2	63.5834	111015396.7731812	MSMS
1170.64960	586.3323974609375	2	76.9267	110819757.31786525	MSMS
1504.73778	502.586669921875	3	64.2475	110382231.53616352	MSMS
950.51853	476.2667541503906	2	45.8500	109989025.8009569	MSMS
1604.80460	535.943115234375	3	52.1349	109878003.31930317	MSMS
1388.69762	695.3576049804688	2	88.4161	109869681.3064477	MSMS
1484.75245	495.92596435546875	3	78.8857	109640617.02529308	MSMS
926.48617	464.2506408691406	2	58.2830	109504433.52877669	MSMS
1075.49681	538.7562255859375	2	86.9130	109435992.22687761	MSMS
1271.67213	636.8433837890625	2	61.6820	109045977.6664864	MSMS
1148.54620	575.281982421875	2	81.0017	108279112.78375009	MSMS
1270.70337	636.3590698242188	2	64.9134	107879141.59360005	MSMS
1174.64988	588.3320922851562	2	81.8361	107148229.03890976	MSMS
839.55927	420.7869567871094	2	57.3133	107144660.40778773	MSMS
1014.57096	508.29315185546875	2	50.2967	106740968.576901	MSMS
1627.77430	543.5999755859375	3	38.2075	106632869.71259908	MSMS
1486.87189	744.4442138671875	2	143.3461	106625201.95734176	MSMS
1674.89408	559.3067016601562	3	71.4699	106072686.37998983	MSMS
1903.89118	635.6390380859375	3	48.9653	105841932.36132836	MSMS
1524.76197	509.2615661621094	3	57.7307	105831675.82070822	MSMS
1036.53418	519.27587890625	2	97.0835	105263749.4127623	MSMS
1945.97854	650.0021362304688	3	99.7381	105231118.70021452	MSMS
1567.72266	523.5828857421875	3	32.7375	105006565.92062952	MSMS
863.47527	432.74542236328125	2	65.0187	104794512.67939056	MSMS
1846.78974	924.4030151367188	2	82.1447	104675368.46781957	MSMS
911.58040	456.79754638671875	2	60.9385	104494297.28530116	MSMS
1211.67615	606.8472290039062	2	69.2263	104421359.37466636	MSMS
1800.91052	901.4646606445312	2	92.1175	103963626.5851376	MSMS
955.57023	478.79278564453125	2	52.3714	103794026.99306446	MSMS
1357.72014	679.8678588867188	2	60.2992	103461656.94356501	MSMS
1131.55604	566.7860107421875	2	60.5302	103454032.83971728	MSMS
1910.03740	478.7674560546875	4	47.9792	103290692.3462361	MSMS
890.41742	446.2161560058594	2	49.8220	103122954.87194227	MSMS
1083.62881	542.8219604492188	2	61.5287	102773086.25619553	MSMS
1117.57677	559.7955322265625	2	71.7542	102673156.36804245	MSMS
1480.79979	494.6083068847656	3	54.8278	102053688.42981413	MSMS
1197.66050	599.8383178710938	2	66.6626	101919869.64142455	MSMS
1072.58767	537.3018798828125	2	45.0822	101800123.04040094	MSMS
889.49092	445.75341796875	2	82.3908	101189072.12103723	MSMS
812.38910	407.2014465332031	2	77.0136	100971668.53945413	MSMS
1619.82825	540.951416015625	3	121.3214	100456296.07911165	MSMS
1024.59170	513.3035278320312	2	47.5851	100420829.90794125	MSMS
1815.86728	606.2980346679688	3	77.2923	99792532.40223199	MSMS
1403.69326	702.85498046875	2	76.1924	99641069.88526043	MSMS
1364.70483	683.3605346679688	2	47.1027	99528520.11781637	MSMS
1538.74642	513.9234008789062	3	44.4812	99490089.41679654	MSMS
1469.75144	735.8847045898438	2	90.2019	98719851.05041644	MSMS
1080.56040	541.2880859375	2	93.9614	98326900.54756953	MSMS
999.53491	500.77508544921875	2	59.8231	98232076.33370273	MSMS
1882.89621	471.98187255859375	4	27.3970	97996953.00114043	MSMS
2086.06948	696.69970703125	3	111.9035	97682122.66613987	MSMS
1409.66091	705.8388671875	2	42.9821	97546883.751891	MSMS
958.54475	480.27978515625	2	43.4028	97332554.30361843	MSMS
827.51165	414.7632751464844	2	70.0547	96336799.40300195	MSMS
1059.48729	530.7514038085938	2	46.3657	96304691.9938235	MSMS
1246.62274	624.3187866210938	2	56.3785	96010781.40391962	MSMS
1767.98832	590.3384399414062	3	111.1549	95652054.80448022	MSMS
1255.67722	628.8472290039062	2	101.1998	95166122.519616	MSMS
1110.63971	556.327880859375	2	77.4480	94966284.31224166	MSMS
1298.71942	650.3671875	2	99.3861	94713486.1605456	MSMS
919.50148	460.75823974609375	2	94.2030	94362495.44679892	MSMS
1472.76234	737.391357421875	2	90.6230	94265014.6594979	MSMS
2773.42464	925.8182373046875	3	76.1924	94056341.06445469	MSMS
1739.94176	870.97998046875	2	103.6396	93876235.17722563	MSMS
1916.02549	959.5239868164062	2	112.3768	93712751.91795772	MSMS
1133.55643	567.786376953125	2	27.4315	92939448.70907706	MSMS
1193.59282	597.8043212890625	2	44.9906	92740383.9019718	MSMS
930.49232	466.2535400390625	2	45.9508	92245337.3739632	MSMS
1186.64586	594.3320922851562	2	80.7685	91448673.98484376	MSMS
1313.65754	657.837158203125	2	45.8918	90072676.79058255	MSMS
2125.15315	709.7276611328125	3	105.6146	89812792.38887797	MSMS
1689.82098	564.2796020507812	3	70.8699	89812434.94632554	MSMS
1093.71108	547.8634033203125	2	125.5353	89561371.90990557	MSMS
1168.54342	585.280029296875	2	44.0261	89450762.31923214	MSMS
1302.66019	652.3384399414062	2	37.0899	89382106.86865298	MSMS
2271.13427	1137.076171875	2	93.9006	88965427.71631557	MSMS
1385.74557	462.9232177734375	3	76.5353	88955150.7194466	MSMS
1232.71287	617.3651123046875	2	120.3086	88890604.83510464	MSMS
2022.03097	675.3525390625	3	114.4430	88380312.66713059	MSMS
956.60589	479.3107604980469	2	103.9220	87581142.6600076	MSMS
1127.56449	564.7902221679688	2	56.8123	86398457.53061117	MSMS
1601.88173	801.9497680664062	2	124.5085	86292288.05861397	MSMS
1459.79225	730.9050903320312	2	117.7965	85687717.06262024	MSMS
1343.70852	672.8628540039062	2	70.9988	85202941.96806566	MSMS
1814.98905	606.0049438476562	3	84.1195	85049730.65579775	MSMS
1867.96798	935.4945068359375	2	125.8647	84696750.97841087	MSMS
1358.69763	680.3576049804688	2	63.7121	83873338.26225598	MSMS
921.48075	461.748046875	2	42.7955	83857621.44383973	MSMS
1082.54303	542.277587890625	2	87.3038	83762063.3727455	MSMS
1293.59897	647.8082275390625	2	70.6466	83748760.47728065	MSMS
1078.52949	540.2725830078125	2	44.6814	83715951.05072647	MSMS
1113.67576	557.845703125	2	100.5537	83706521.31915891	MSMS
1957.97452	654.0009155273438	3	127.1673	83690234.72146077	MSMS
2348.25874	784.0958862304688	3	113.7158	83599571.5996127	MSMS
1286.68053	644.34912109375	2	85.6177	83392004.18264359	MSMS
972.57565	487.2956237792969	2	65.1735	83310721.66312951	MSMS
2202.01303	551.7621459960938	4	48.6846	83127274.30329038	MSMS
1483.71947	742.8685302734375	2	83.4927	83044504.04102764	MSMS
912.57565	457.2953186035156	2	49.8220	82978854.88870557	MSMS
1547.75799	516.9268798828125	3	35.7408	82700330.99273388	MSMS
1393.68376	697.8504028320312	2	49.6338	82388232.3154929	MSMS
1728.99134	865.5044555664062	2	143.5352	82149127.35421821	MSMS
1234.59421	618.3050537109375	2	46.8699	82101503.15278871	MSMS
1339.77112	670.89404296875	2	93.4990	82054224.05426812	MSMS
1717.81187	859.9140014648438	2	56.7665	81993348.8255193	MSMS
1519.83584	507.6200256347656	3	37.0590	81990356.0506401	MSMS
1169.67682	585.8468627929688	2	82.3278	81978433.90917487	MSMS
1165.68191	583.8488159179688	2	79.9478	81774727.67336316	MSMS
1545.84026	773.9283447265625	2	88.7849	81032382.81449626	MSMS
1425.80790	713.9130249023438	2	111.2813	80980430.44741753	MSMS
1086.59209	544.3036499023438	2	82.1979	80904006.32979295	MSMS
1340.74121	447.92108154296875	3	38.6390	80582456.35205261	MSMS
974.54368	488.2798156738281	2	72.4855	80554891.08602147	MSMS
1858.96764	930.493408203125	2	121.4168	80351949.52019691	MSMS
1243.69247	622.8539428710938	2	74.0035	80052494.68772669	MSMS
1190.59315	596.3046875	2	38.1274	79891836.95852548	MSMS
2184.04070	729.3565063476562	3	41.2720	79781450.58917804	MSMS
2214.06268	1108.5418701171875	2	126.2111	79773328.51689678	MSMS
2607.25988	870.4296264648438	3	77.1029	79371310.16122706	MSMS
1225.65676	613.8360595703125	2	90.9708	79205638.85365474	MSMS
971.56515	486.79052734375	2	74.4729	79146005.3791228	MSMS
1238.63291	620.324462890625	2	39.9154	79020203.55726743	MSMS
903.47355	452.74420166015625	2	59.8554	78966413.72261713	MSMS
3273.68410	819.6806030273438	4	55.2256	78838382.08404973	MSMS
1918.06361	640.697021484375	3	110.6820	78833835.31898846	MSMS
879.43380	440.72454833984375	2	46.7662	78662457.14595123	MSMS
1148.63423	575.32470703125	2	84.4109	78384942.02549653	MSMS
1484.72933	495.917236328125	3	72.1341	78316512.02160935	MSMS
880.53820	441.2760314941406	2	64.2475	77741863.81012964	MSMS
1085.47779	543.7470092773438	2	37.5843	77654153.23539114	MSMS
1043.56112	522.787353515625	2	58.7641	77546485.74972536	MSMS
1682.90319	842.4605712890625	2	138.9250	77216708.5939567	MSMS
1459.66533	730.8417358398438	2	118.2132	77102301.84419326	MSMS
2559.24125	854.4237670898438	3	70.0547	76985537.74712895	MSMS
1233.63535	617.8255615234375	2	48.3717	76936474.24745634	MSMS
1835.92651	918.9736328125	2	74.1358	76869279.8352341	MSMS
1639.90459	547.6429443359375	3	56.6476	76452112.72861007	MSMS
1181.58694	591.8018188476562	2	98.4732	76412435.48027739	MSMS
1826.93153	610.3187866210938	3	64.2475	76384287.68190548	MSMS
1313.67146	657.8435668945312	2	60.1584	76159194.6519333	MSMS
829.49092	415.7527160644531	2	55.5054	76120280.7041318	MSMS
2185.95861	1094.488525390625	2	101.5343	75913824.94306071	MSMS
1635.88319	818.9503784179688	2	101.6521	75860750.73475502	MSMS
1117.54376	559.7794189453125	2	38.6390	75460106.54257801	MSMS
1246.63799	416.5541076660156	3	65.8829	75413725.46482137	MSMS
1381.77516	691.8956909179688	2	82.8810	75344106.00281785	MSMS
1157.65569	579.8359985351562	2	85.9714	75017507.95353372	MSMS
2142.02293	715.3499145507812	3	64.9134	74693017.75378771	MSMS
1617.86610	540.2969360351562	3	75.1640	74583765.63636212	MSMS
1408.65827	705.3379516601562	2	40.1989	74247738.45464742	MSMS
1315.78637	658.9017333984375	2	109.4015	74188593.3623571	MSMS
1139.66626	570.8405151367188	2	57.9574	74136351.35533695	MSMS
939.45493	470.73486328125	2	60.6528	74043217.22134101	MSMS
1252.62993	627.322998046875	2	65.4246	73688495.08239175	MSMS
893.42430	447.7196044921875	2	45.3795	73647416.53821963	MSMS
1159.57610	580.7959594726562	2	62.1051	73572439.84998308	MSMS
1487.78716	744.9028930664062	2	99.2150	73412305.42415118	MSMS
1597.73812	799.8788452148438	2	99.5250	73076593.73085965	MSMS
1339.60444	670.8098754882812	2	84.1668	72949522.93684964	MSMS
989.59097	495.8035888671875	2	90.7157	72680259.98699504	MSMS
2175.93788	726.6566162109375	3	69.2263	72547398.44834088	MSMS
911.54402	456.7793273925781	2	57.2108	72219341.15811081	MSMS
1034.52190	518.2684936523438	2	82.8810	72194690.43678558	MSMS
1066.61349	534.3136596679688	2	55.7504	72022250.42181186	MSMS
